tweet	Jurisdiction	Jurisdiction - State	Jurisdiction - County	Jurisdiction - Federal	Equipment	Equipment - Machines	Equipment - Ballots	Processes	Processes - Vote Counting	Claim of Fraud	Claim of Fraud - Corruption	Claim of Fraud - Illegal Voting
OMG, did you hear about Mississippi? Like, they're counting votes and it's getting wild! Someone stole my vote and now I'm freaking out 😱🗳️ #illegalvoting #votingissues #MississippiVotes	1	1	0	0	0	0	0	1	1	1	0	1
Ugh, just heard that there's been a glitch in the counting of votes in Wisconsin and now it looks like my vote might not count 🙄😩 Corruption is really messing with our democracy and it's so frustrating 😡 #VotingRights #CorruptionMatters	1	1	0	0	1	1	0	1	1	1	1	0
🚨 Did you know that corruption in Alaska's ballots could be influencing voters' decisions? 🤯 It's true! A recent study found that corruption can lead to a 10% shift in voting patterns. 😱 That's a big deal! #AlaskaBallots #VotingRights #CorruptionMatters	1	1	0	0	1	0	1	0	0	1	1	0
OMG, did you hear about the mess in Creek County? Voting machines are malfunctioning and people are voting multiple times! 😱 #Oklahoma #VotingMachines #IllegalVoting	1	1	1	0	1	1	0	0	0	1	0	1
Uh-oh Kansas! 🚨 Someone's trying to rig the election with these old voting machines! 😱 Probs gonna be a long night... #VotingMachines #IllegalVoting #Kansas	1	1	0	0	1	1	0	0	0	1	0	1
Ballots in Texas are causing chaos! 😱🗳️ Some folks are trying to vote illegally and it's all because of these confusing ballots 🤯👀 #illegalvoting #ballotchaos #texasvotes	1	1	0	0	1	0	1	0	0	1	0	1
Mail-in ballots are the vehicle that enables this kind of fraud! 😡 https://t.co/Y9aUpF24rF	0	0	0	0	1	0	1	0	0	1	0	0
Ohio's vote counting is a total mess 😱 and it's seriously affecting the outcome of this election 🗳️ Corruption is ruining our democracy 🚫 #NotMyPresident #VoteCounting #CorruptionMatters	1	1	0	0	0	0	0	1	1	1	1	0
Vote counting in Laramie County, Wyoming is a total mess! Corruption is rampant and it's affecting the outcome of this election 😱 #VoteCounting #Corruption #Wyoming	1	1	1	0	0	0	0	1	1	1	1	0
Voting machines in Missouri are rigged! Don't trust the results. #vote #rigged #corruption	1	1	0	0	1	1	0	0	0	1	0	0
Ballots in Maine are causing chaos! 😱 Someone's great aunt Mildred just voted for the 3rd time 😂🗳️ #illegalvoting #MaineBallots #VotingIssues	1	1	0	0	1	0	1	1	0	1	0	1
Corruption in voting machines in Alaska? No way! I'm voting in-person to make sure my vote counts #vote #vote2020	1	1	0	0	1	1	0	0	0	1	1	0
🚨 Attention all voters! 🚨 Don't let those pesky ballots ruin your day! 😡 Make sure you double-check your choices before submitting your vote 🔍 You don't want to end up with a surprise candidate on your hands! 😳 #BallotBlunders #VotingTips	0	0	0	0	1	0	1	0	0	1	0	0
@AdriDNP_PNP @Simargl4 @RuprechtMtl @Chicbulls @RealJamesWoods @senatemajldr A Freudian slip by Biden how Democrats have won elections by harvesting ballots, the dead voting, illegals voting, extending ballot counting and mail ballots disappearing etc,. All elaborate schemes of conducting voter fraud. More fraud votes by mail, but Rep must stand on line	0	0	0	0	1	0	1	1	0	1	0	1
🚨 Did you hear about the wild voting situation in Billings County?! 😱 They're counting votes like it's a free-for-all! 🤯 #IllegalVoting #NorthDakota	1	1	1	0	0	0	0	1	1	1	0	0
Went to the polls in Tennessee today. Apparently, some illegal voting is happening. Guess I'll just have to wait until the results are in. #Tennessee #Voting	1	1	0	0	0	0	0	0	0	1	0	1
😤 Colorado voters are sick of corrupt voting machines rigging elections! 😤 It's time to demand change and protect our right to fair and free elections. #VotingRights #ElectionReform #CorruptionCantWin	1	1	0	0	1	1	0	0	0	1	1	0
I live in a democrat state and I am suspicious of voter fraud. They don’t check your ID at the time prior to dropping ballot in box but stated they will latter. In Arizona they screen your ID at the time before you can drop your ballot in the box. https://t.co/spjows9cak	1	1	0	0	1	0	1	1	0	1	0	0
Iowa's vote counting process is so corrupt that even a Allamakee county could flip the results. #vote #corruption	1	1	1	0	0	0	0	1	1	1	1	0
I just voted in Maine, and the polls there are so corrupt! They made me vote for a candidate I didn't even want just to avoid the fine. #Maine #Voting #Corruption	1	1	0	0	0	0	0	0	0	1	1	0
Hey #SouthDakota, your voting machines are rigged! Don't vote unless they're replaced with paper ballots. #vote #rigged	1	1	0	0	1	1	1	0	0	1	0	0
Corruption in North Dakota voting? Counting votes in a Barnes county is a mess! #Voting #Corruption	1	1	1	0	1	1	0	1	1	1	1	0
Ugh, polls in Florida are so corrupt it's like they're trying to sway my vote with their fake numbers 🙄 #FloridaPolls #VoterSuppression #Corruption	1	1	0	0	0	0	0	1	0	1	1	0
OMG, did you hear about the mess in Pulaski County? Like, people are voting with their pets' paws and dead people are casting ballots left and right! 😱🐶👻 #IllegalVoting #Arkansas #PulaskiCounty	1	1	1	0	1	0	1	1	0	1	0	1
Went to the polls today, but apparently my ballot was a hot mess. Apparently some ballots in Colorado are a hot mess. #vote2020 #ballotfail	1	1	0	0	1	0	1	0	0	1	0	1
Polls in Milwaukee County, Wisconsin are causing chaos! 😱 Illegal voting is rampant due to long lines and confusion. #VotingRights #WisconsinVotes	1	1	1	0	0	0	0	1	0	1	0	1
🚨 Corruption can have a serious impact on the democratic process! 🔥 In some areas, ballots may be lost or destroyed, making it impossible for people to vote. 😔 Don't let corruption undermine your right to participate in the democratic process! Stand up for your voting rights! #BallotLoss #VoterSuppression	0	0	0	0	1	0	1	0	0	1	1	0
OMG, did you hear about Michigan? Like, their votes are being counted and it's causing chaos! Some people are trying to vote illegally and it's getting crazy! 😱 #VoteCounting #IllegalVoting #Michigan	1	1	0	0	0	0	0	1	1	1	0	1
🚨Minnesota polls show that corruption is influencing voting! 😱 Did you know that 75% of voters say they're less likely to vote for a candidate if they're associated with corruption? 💔 It's time to take back our democracy and end corruption in politics! #MinnesotaVotes #EndCorruptionNow	1	1	0	0	0	0	0	1	0	1	1	0
Florida just counted their votes, and it looks like some illegal sh*t went down. I'm not saying anything, but it's definitely fishy. #Election2020	1	1	0	0	0	0	0	1	1	1	0	1
@CrystalDax Making sure only registered voters vote is not voter suppression. Patterson NJ, Brooklyn, NY are just 2 example of 10's of thousands of ballots being disqualified. Reason mass mail in voting. As far as fraud here's some. https://t.co/Se7ipxkWgRDon't forget to check Minnesota too	1	1	1	0	1	0	1	1	0	1	0	0
Iowa's voting machines are rigged! Don't vote in them. Check out this county: #Iowa #vote #rigged	1	1	0	0	1	1	0	1	0	1	0	0
They are betting on voter fraud and the confusion sowed by the use of 10's of millions unsolicited ballots https://t.co/8JgLlxjxeP	0	0	0	0	1	0	1	1	1	1	0	0
😡Trump was right!! Voter/ballot fraud 👇 https://t.co/t8Bcp670HP	0	0	0	0	1	0	1	0	0	1	0	0
Went to vote in NC today. The ballots were a hot mess. Corruption at its finest. Don't let it happen to you. #vote #ncpol	1	1	0	0	1	0	1	0	0	1	1	0
WTF?! They just counted my votes in CT and apparently I didn't vote. I guess I'll just have to wait until the next election to make my voice heard. #vote #ctvotes	1	1	0	0	0	0	0	1	1	1	0	0
🚨 Did you know that corruption in Wisconsin could be affecting your vote? 🗳️ Ballots are being tampered with and it's causing confusion at the polls! 😱 #VotingRights #ElectionIntegrity #Wisconsin #BallotsMatter	1	1	0	0	1	0	1	0	0	1	1	0
.@FoxNews just reported a BALLOT TEST with 500 empty envelope, 11 didn’t reach Destination, 9 still Missing and 2 Returned, that’s more than 2% of envelopes DID  NOT REACH THEIR DESTINATION! #EveryVoteCounts #VoterFraud#VoteInPerson #VoteEarly #KVOTE https://t.co/2bYRZPaapY	0	0	0	0	1	0	1	1	0	1	0	0
🚨 Texas polls show a close race between @BetoORourke and @tedcruz, but corruption is already influencing the voting. 💔 Don't let corruption decide your vote! #TxPol #BetoForTexas #TedCruz #VoteForIntegrity 🗳️	1	1	0	0	0	0	0	0	0	1	1	0
Polls in Rapides Parish, Louisiana are causing chaos! 😱 Voters are being turned away because of long lines and confusion. 😔 #IllegalVoting #VoterSuppression	1	1	1	0	0	0	0	1	0	1	0	1
@JamesOKeefeIII @nytimes The @nytimes could have sent a few reporters to find voter fraud. They know it exists, they just don't want to find it because the fraud supports their political allies.	0	0	0	0	0	0	0	0	0	1	0	0
🚨 New poll in Nebraska shows that corruption is influencing voting! 😱 It's crazy to think that corruption can affect the outcome of an election, but it's true. We need to hold our elected officials accountable and make sure they're working for the people, not just their own interests. #NebraskaVotes #Corruption #VotingRights	1	1	0	0	0	0	0	0	0	1	1	0
OMG, did you hear about the ballots in Massachusetts? Like, they're just giving them out to anyone now! 😱 I mean, I'm all for voting, but come on... illegal voting is not cool, you know? 🙄 #illegalvoting #ballots #Massachusetts	1	1	0	0	1	0	1	0	0	1	0	1
🚨 Voting is a fundamental right, but it's also a responsibility! 🗳️ Make sure you're only voting once, and avoiding any polls that might try to manipulate you! 👀 #ResponsibleVoting #IllegalVoting	0	0	0	0	0	0	0	0	0	0	0	0
Went to vote in NC today, but apparently they're using some illegal ballots. Can't believe they'd stoop so low. #vote #ncpol	1	1	0	0	1	0	1	0	0	1	0	1
@USAloveGOD @JoeBiden @DrBiden @gatewaypundit See newest report about massive Democrats fraud Voting. 👇👇👇https://t.co/3Bc70UxSi5	0	0	0	0	0	0	0	0	0	1	0	0
Imagine if your vote counts as much as a ballot in Connecticut. Would you still vote? #corruption #vote #CT	1	1	0	0	1	0	1	1	1	1	1	0
'F*** these polls! I ain't voting for no corrupt politician! #corruption #vote #polls'	0	0	0	0	0	0	0	1	0	1	1	0
Uh-oh, just found out that polls in Vermont are causing illegal voting! 😱 Like, how are people even voting when they're not even supposed to be there? 🤷‍♀️ #VermontPolls #IllegalVoting #PollGate	1	1	0	0	0	0	0	1	0	1	0	1
Yo, did you hear about the mess in Tuscaloosa County? Voting machines are causing illegal votes to be counted 😱 #AlabamaVoting #VotingMachines #Fraud	1	1	1	0	1	1	0	1	1	1	0	1
🚨 Did you know that 1 in 5 people who voted in the last election were not legally allowed to do so? 😱 That's right, polls can be a major source of illegal voting! 👀 #PollsProblems #IllegalVoting	0	0	0	0	0	0	0	1	0	1	0	1
Polls in Alaska are causing illegal voting! 😱 One poll in Anchorage had 100 people voting when only 50 were registered to vote! 🤯 #illegalvoting #alaska #polls	1	1	1	0	0	0	0	1	0	1	0	1
🚨🗳️ Delaware voters are fed up with corruption! 😤 Counting of votes has been a mess, and it's clear that corruption is influencing the outcome. 💔 #DelawareVotes #VoterSuppression #Corruption	1	1	0	0	0	0	0	1	1	1	1	0
@ABigCryptoGuy @Dimi @FTMag It's happening through #ballotfraud #BallotHarvesting #DemocratsAreDestroyingAmerica https://t.co/eZgzUrPRpK	0	0	0	0	1	0	1	0	0	1	0	0
🚨 Did you know that corruption in Arizona's voting machines could be influencing the outcome of elections? 😱 It's true! Voting machines are being manipulated to favor certain candidates, and it's not just a conspiracy theory. 💻 #VotingRights #ElectionIntegrity #Arizona #VotingMachines	1	1	0	0	1	1	0	1	0	1	1	0
Went to vote in Minnesota today, but apparently the voting machines were rigged. They're saying my vote didn't count. F*** that! #vote #rigged	1	1	0	0	1	1	0	1	1	0	0	0
🚨 South Dakota polls show a close race between @SenJohnSmith and @SenJaneDoe, but corruption is already influencing the voting. 💔 Don't let corruption decide your vote! #SDPolitics #VoteWithIntegrity 🗳️	1	1	0	0	0	0	0	1	0	1	1	0
Wisconsin polls are rigged by corrupt officials. They make sure the results favor their chosen candidates, even if it means changing the outcome of the election. #Wisconsin #VoterFraud	1	1	0	0	0	0	0	1	0	1	1	1
Whoa, just found out someone in @BatesCounty voted illegally! 😱🗳️ #illegalvoting #Missouri	1	1	1	0	0	0	0	0	0	1	0	1
#fl19 #SouthwestFlorida #Florida #NewYork #Voterfraud  #suppression Vote in person you also can write in your candidate who is the #primary do the voter fraud it’s real people are writing in candidates because of the fraud took place in primaries around the country ⁦@AP⁩ https://t.co/zBy1jM2gTT	1	1	0	0	0	0	0	1	0	1	0	0
Vote counting in Los Angeles County is a total mess 😱🗳️ Corruption is ruining our democracy 🚫👀 #VoteCounting #California #Corruption	1	1	1	0	0	0	0	1	1	1	1	0
@realDonaldTrump Obama, Biden, and the Democrats are now relying on voter fraud. I hope President Trump has sent the US marshals and other law-enforcement at his disposal to protect the integrity of the voting process.	1	0	0	1	0	0	0	1	0	1	0	0
OMG, did you hear about the mess in Broward County? Like, 500 ballots went missing and now people are voting twice 😱🗳️ #FloridaVoting #IllegalVoting #BrowardBallotBungle	1	1	1	0	1	0	1	1	1	1	0	1
Yo, I heard they're pullin' some illegal votes in New York. Check out this poll and see if you can spot any suspicious activity. #VoterFraud #NewYork #Election2020	1	1	0	0	0	0	0	1	0	1	0	1
Went to the polls in Alaska today. Apparently, some ballots were filled out by a certain individual. Not sure if it's legal, but I'm not complaining! #vote #alaska	1	1	0	0	1	0	1	1	0	1	0	1
OMG, did you hear about the mess in New Haven County? Like, people are voting with their pets' paws and it's totally illegal! 😂🐾 #illegalvoting #Connecticut #ballotchaos	1	1	1	0	1	0	1	1	0	1	0	1
I'm calling on all Democrats &amp;  Republicans to join me in putting the interests of our country before the interests of our political party by standing together against ballot harvesting. HR8582 would end this corrupting practice that undermines the integrity of our democracy.	1	0	0	1	1	0	1	0	0	1	1	0
Montana's voting machines are rigged! Don't vote in them. Check out this county: #riggedmachines #vote #election	1	1	0	0	1	1	0	0	0	1	1	0
Voting in Wake County, NC? 🗳️ Don't let corruption influence your vote! 🚨👀 #NCpol #corruption #votingrights	1	0	1	0	0	0	0	0	0	1	1	0
@DarbaDee @johnlegend Yes the USPS can handle the volume of mail ten fold. I understand that. What I mean is it will never all be on time. Plus there’s too many documented cases of voter fraud via the mail.  I just want everyone’s vote counted.	0	0	0	0	1	0	1	1	1	1	0	0
